id,team_id,time_type_id,time,player_id,heat_id
829,13,2,15:13:40.023295,50,15
830,8,2,15:13:40.365495,27,15
831,13,3,15:13:44.494718,50,15
832,8,2,15:13:48.244351,27,15
833,8,3,15:13:50.566161,27,15
834,13,3,15:13:52.184734,50,15
835,13,1,15:13:55.035199,50,15
836,8,3,15:14:01.06942,27,15
837,8,1,15:14:04.544036,27,15
838,8,1,15:14:27.390147,27,15
839,8,1,15:14:27.390147,28,15
840,13,1,15:14:28.501739,50,15
841,13,1,15:14:28.501739,49,15
842,13,1,15:14:53.111357,49,15
843,8,1,15:14:56.657252,28,15
844,13,2,15:14:59.297347,49,15
845,8,2,15:15:00.114759,28,15
846,13,2,15:15:04.167256,49,15
847,13,3,15:15:07.807531,49,15
848,8,2,15:15:08.984319,28,15
849,8,3,15:15:10.899349,28,15
850,13,3,15:15:16.275308,49,15
851,13,1,15:15:18.727293,49,15
852,8,3,15:15:20.054208,28,15
853,8,1,15:15:23.552162,28,15
854,13,1,15:15:41.006016,49,15
855,13,1,15:15:41.006016,49,15
856,8,1,15:15:51.377237,28,15
857,8,1,15:15:51.377237,28,15
858,5,1,15:24:57.245059,18,16
859,3,1,15:24:57.245059,10,16
860,5,1,15:25:17.369758,18,16
861,3,1,15:25:18.162464,10,16
862,5,2,15:25:21.591507,18,16
863,3,2,15:25:22.832845,10,16
864,5,2,15:25:29.312702,18,16
865,3,2,15:25:29.992944,10,16
866,5,3,15:25:30.716379,18,16
867,3,3,15:25:32.854909,10,16
868,5,3,15:25:39.713905,18,16
869,5,1,15:25:45.899491,18,16
870,3,3,15:25:47.075609,10,16
871,3,1,15:25:49.378808,10,16
872,5,1,15:26:05.297918,18,16
873,5,1,15:26:05.297918,16,16
874,3,1,15:26:16.7876,10,16
875,3,1,15:26:16.7876,9,16
876,3,1,15:26:31.535321,9,16
877,3,2,15:26:37.247794,9,16
878,3,1,15:26:44.802183,9,16
879,3,2,15:26:47.943034,9,16
880,3,2,15:26:48.800808,9,16
881,3,3,15:26:50.325593,9,16
882,3,3,15:27:00.21404,9,16
883,3,2,15:27:02.671102,9,16
884,3,3,15:27:04.730549,9,16
885,3,1,15:27:08.543753,9,16
886,3,3,15:27:15.406978,9,16
887,3,1,15:27:16.641165,9,16
888,5,1,15:27:27.918387,18,16
889,5,1,15:27:27.918387,17,16
890,3,1,15:27:49.666111,9,16
891,3,1,15:27:49.666111,8,16
892,5,1,15:27:58.172064,17,16
893,5,2,15:28:04.991111,17,16
894,5,2,15:28:12.612496,17,16
895,3,1,15:28:18.409499,8,16
896,3,2,15:28:21.829157,8,16
897,5,3,15:28:24.831073,17,16
898,3,2,15:28:30.784698,8,16
899,5,3,15:28:32.410163,17,16
900,5,1,15:28:32.458009,17,16
901,3,3,15:28:34.67713,8,16
902,3,3,15:28:43.271796,8,16
903,3,1,15:28:45.817185,8,16
904,5,1,15:28:50.055432,17,16
905,5,1,15:28:50.055432,15,16
906,3,1,15:29:11.786694,8,16
907,3,1,15:29:11.786694,7,16
908,5,1,15:29:16.230916,15,16
909,5,2,15:29:20.966189,15,16
910,5,2,15:29:33.68871,15,16
911,5,3,15:29:36.677617,15,16
912,3,1,15:29:40.64531,7,16
913,3,2,15:29:46.181373,7,16
914,5,3,15:29:49.163723,15,16
915,5,1,15:29:54.517997,15,16
916,3,2,15:30:01.771577,7,16
917,3,3,15:30:04.060959,7,16
918,3,3,15:30:13.837172,7,16
919,3,1,15:30:15.955797,7,16
920,5,1,15:30:17.869237,15,16
921,5,1,15:30:17.869237,15,16
922,3,1,15:30:44.944935,7,16
923,3,1,15:30:44.944935,7,16
924,13,1,15:43:52.124508,47,17
925,5,1,15:43:52.124508,18,17
926,5,1,15:43:54.261508,15,16
927,5,1,15:43:54.261508,18,16
928,13,1,15:44:10.758495,47,17
930,5,2,15:44:16.492818,18,17
931,13,2,15:44:19.53406,47,17
932,13,2,15:44:23.764365,47,17
933,5,2,15:44:23.920312,15,17
934,5,3,15:44:25.499891,18,17
935,13,3,15:44:30.159244,47,17
936,5,3,15:44:32.094135,15,17
937,5,1,15:44:35.131926,18,17
938,13,3,15:44:39.572287,47,17
939,13,1,15:44:42.606554,47,17
940,5,1,15:45:00.483586,18,17
941,5,1,15:45:00.483586,17,17
942,13,1,15:45:04.762184,47,17
943,13,1,15:45:04.762184,48,17
944,13,1,15:45:29.591309,48,17
945,5,1,15:45:32.510542,17,17
946,13,2,15:45:35.408682,48,17
947,5,2,15:45:36.646185,17,17
948,5,2,15:45:44.672932,17,17
949,5,3,15:45:47.211536,17,17
950,5,3,15:45:57.108906,17,17
951,13,2,15:45:59.848913,48,17
952,5,1,15:46:00.786214,17,17
953,13,3,15:46:02.980931,48,17
954,13,3,15:46:13.812279,48,17
955,13,1,15:46:16.327822,48,17
956,5,1,15:46:28.506326,17,17
957,5,1,15:46:28.506326,16,17
958,13,1,15:46:37.588915,48,17
959,13,1,15:46:37.588915,50,17
960,5,1,15:46:59.446927,16,17
961,13,1,15:47:05.820408,50,17
962,5,2,15:47:05.886151,16,17
963,13,2,15:47:11.899696,50,17
964,5,2,15:47:14.95933,16,17
965,13,2,15:47:16.635725,50,17
966,5,3,15:47:16.999222,16,17
967,13,3,15:47:20.036465,50,17
968,5,3,15:47:27.35332,16,17
969,13,3,15:47:29.129794,50,17
970,5,1,15:47:31.681843,16,17
971,13,1,15:47:32.21928,50,17
972,13,1,15:47:56.673048,50,17
973,13,1,15:47:56.673048,49,17
974,5,1,15:47:59.399332,16,17
976,13,1,15:48:27.754732,49,17
977,5,1,15:48:31.357459,15,17
978,13,2,15:48:34.349553,49,17
979,5,2,15:48:34.987329,15,17
980,13,2,15:48:40.726146,49,17
981,5,2,15:48:43.511917,15,17
982,13,3,15:48:43.539852,49,17
983,5,3,15:48:46.877421,15,17
984,5,3,15:48:53.293259,15,17
985,13,3,15:48:53.356603,49,17
986,13,1,15:48:54.522109,49,17
987,5,1,15:48:59.114061,15,17
988,13,1,15:49:17.249456,49,17
989,13,1,15:49:17.249456,49,17
